Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Afghanistan,2020,97.7,33.2,9.35,47754516.12903226,17.138849206349207,0.12,0.0,0.68,85.0,702.89,3.3002032520325204,,11.809621212121211,-2.35,516.75,60.0,652230.0,33.93911,67.709953
Albania,2020,100.0,81.3,95.71330769230768,47754516.12903226,17.138849206349207,0.0,0.0,5.31,100.0,11158.0,3.3002032520325204,,11.809621212121211,-3.96,5246.29,105.0,28748.0,41.153332,20.168331
Algeria,2020,99.8,99.7,15.64,47754516.12903226,17.138849206349207,71.78,0.0,0.72,0.99,14933.81,3.3002032520325204,,0.3,-5.1,3306.86,18.0,1244230.5,28.033886,1.659626
Angola,2020,46.89,50.2,115.43,47754516.12903226,17.138849206349207,4.49,0.0,12.1,72.94,3527.16,3.3002032520325204,,11.809621212121211,-5.26,1776.17,26.0,1244230.5,-11.202692,17.873887
Antigua and Barbuda,2020,100.0,100.0,167.98,47754516.12903226,17.138849206349207,0.31,0.0,0.02,6.06,27785.23,3.3002032520325204,,11.809621212121211,-5.26,13992.74,223.0,443.0,17.060816,-61.796428
Argentina,2020,100.0,99.9,286.495,47754516.12903226,17.138849206349207,71.78,10.06,34.050000000000004,33.97,19314.07,3.3002032520325204,,12.18,-5.26,8579.02,17.0,1244230.5,-38.416097,-63.616672
Armenia,2020,100.0,98.1,286.495,47754516.12903226,17.138849206349207,2.98,2.55,1.92,60.0,17086.05,3.3002032520325204,,11.809621212121211,-5.26,4266.02,104.0,29743.0,40.069099,45.038189
Aruba,2017,100.0,72.09883419689119,286.495,47754516.12903226,6.7,0.79,0.0,0.14,15.05,51509.81,3.13,,11.809621212121211,2.0,29350.81,496.5,179.0,12.52111,-69.96833
Aruba,2018,100.0,72.09883419689119,286.495,47754516.12903226,8.02,0.76,0.0,0.15,16.48,49515.11,3.07,,11.809621212121211,-1.5726341463414633,30253.28,496.5,179.0,12.52111,-69.96833
Aruba,2019,100.0,72.09883419689119,286.495,47754516.12903226,7.48,0.77,0.0,0.15,16.3,51107.84,3.2,,11.809621212121211,-1.5726341463414633,31155.749999999996,496.5,179.0,12.52111,-69.96833
Aruba,2020,100.0,72.09883419689119,286.495,47754516.12903226,5.080000000000004,0.73,0.0,0.15,17.05,43496.94,3.520000000000001,,11.809621212121211,-1.5726341463414633,32058.219999999994,496.5,179.0,12.52111,-69.96833
Australia,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,0.0,34.050000000000004,25.5,61826.21,3.3002032520325204,,10.79,0.0,37414.814999999995,3.0,1244230.5,-25.274398,133.775136
Austria,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,13.77,0.0,34.050000000000004,80.1,45028.27,3.3002032520325204,,38.26,-5.26,37414.814999999995,109.0,83871.0,47.516231,14.550072
Azerbaijan,2020,100.0,96.8,127.35,47754516.12903226,17.138849206349207,23.16,0.0,1.22,5.0,17803.63,3.3002032520325204,,1.98,-4.3,4221.41,123.0,86600.0,40.143105,47.576927
Bahamas,2000,100.0,100.0,0.0,47754516.12903226,0.0,1.57,0.0,0.0,0.0,50650.19,2.33,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2001,100.0,100.0,0.0,47754516.12903226,0.42,1.63,0.0,0.0,0.0,50899.53,2.19,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2002,100.0,100.0,0.0,47754516.12903226,0.38,1.72,0.0,0.0,0.0,52098.81,2.23,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2003,100.0,100.0,0.0,47754516.12903226,1.54,1.81,0.0,0.0,0.0,35908.12,2.32,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2004,100.0,100.0,0.0,47754516.12903226,1.59,1.79,0.0,0.0,0.0,39267.47,2.27,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2005,100.0,100.0,0.0,47754516.12903226,1.71,1.89,0.0,0.0,0.0,37244.64,2.1,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2006,100.0,100.0,0.0,47754516.12903226,2.01,1.93,0.0,0.0,0.0,42663.53,2.0,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2007,100.0,100.0,0.3,47754516.12903226,3.54,2.05,0.0,0.0,0.0,48444.41,2.0,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2008,100.0,100.0,0.29,47754516.12903226,1.97,2.05,0.0,0.0,0.0,46670.27,2.08,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2009,100.0,100.0,0.57,47754516.12903226,1.83,1.95,0.0,0.0,0.0,34584.96,2.23,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2010,100.0,100.0,0.85,47754516.12903226,1.65,1.89,0.0,0.0,0.0,35531.06,2.14,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2011,100.0,100.0,1.14,47754516.12903226,1.42,1.93,0.0,0.0,0.0,30982.49,2.35,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2012,100.0,100.0,1.71,47754516.12903226,1.18,1.79,0.0,0.0,0.0,35422.56,2.5,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2013,100.0,100.0,1.7,47754516.12903226,0.96,1.77,0.0,0.0,0.0,32656.57,2.98,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2014,100.0,100.0,3.44,47754516.12903226,1.14,1.81,0.0,0.0,0.0,31772.07,2.65,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2015,100.0,100.0,3.47,47754516.12903226,1.54,1.88,0.0,0.0,0.0,30096.48,2.33,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2016,100.0,100.0,3.84,47754516.12903226,1.53,1.85,0.0,0.0,0.0,31247.1,2.12,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2017,100.0,100.0,3.66,20000.0,1.44,1.87,0.0,0.0,0.0,36977.28,2.18,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2018,100.0,100.0,3.54,110000.0,1.02,2.14,0.0,0.0,0.0,39876.79,2.72,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2019,100.0,100.0,5.88,560000.0,1.14,2.1,0.0,0.0,0.0,39636.07,2.53,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahamas,2020,100.0,100.0,5.68,47754516.12903226,3.0316550704938607,1.99,0.0,0.0,0.0,33301.77,0.024166374079040764,,11.809621212121211,-1.5726341463414633,13973.745238095238,41.0,13878.0,25.025885,-78.035889
Bahrain,2020,100.0,100.0,6.13,47754516.12903226,17.138849206349207,29.85,0.0,0.01,0.03,80254.725,3.3002032520325204,,11.809621212121211,-5.09,20409.95,496.5,765.0,26.0667,50.5577
Bangladesh,2020,96.2,25.0,3.12,47754516.12903226,17.138849206349207,71.78,0.0,1.31,1.73,2730.08,3.3002032520325204,,0.66,3.51,1961.61,496.5,148460.0,23.684994,90.356331
Barbados,2020,100.0,100.0,174.06,47754516.12903226,17.138849206349207,0.93,0.0,0.07,7.0,21577.83,3.3002032520325204,,11.809621212121211,-5.26,15373.85,496.5,430.0,13.193887,-59.543198
Belarus,2020,100.0,99.6,95.71330769230768,47754516.12903226,17.138849206349207,34.59,0.34,1.27,4.45,29768.56,3.3002032520325204,,0.99,-0.9,6424.15,47.0,207600.0,53.709807,27.953389
Belgium,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,30.0,34.43,23.46,65.87,57433.73,3.3002032520325204,,10.64,-5.26,37414.814999999995,383.0,30528.0,50.503887,4.469936
Belize,2020,97.11,82.1,258.71,47754516.12903226,17.138849206349207,0.38,0.0,0.24,38.71,7226.43,3.3002032520325204,,11.809621212121211,-5.26,4115.18,17.0,22966.0,17.189877,-88.49765
Benin,2020,41.41,4.0,0.28,47754516.12903226,17.138849206349207,0.22,0.0,0.01,4.35,2518.62,3.3002032520325204,,11.809621212121211,3.85,1291.04,108.0,112622.0,9.30769,2.315834
Bermuda,2017,100.0,72.09883419689119,95.71330769230768,47754516.12903226,0.64,0.0,0.0,0.0,40.028333333333336,49395.46,1.77,,11.809621212121211,3.61,37414.814999999995,496.5,54.0,32.299507,-64.790337
Bermuda,2018,100.0,72.09883419689119,95.71330769230768,47754516.12903226,0.67,0.0,0.0,0.0,40.028333333333336,50863.38,1.97,,11.809621212121211,-0.43,37414.814999999995,496.5,54.0,32.299507,-64.790337
Bermuda,2019,100.0,72.09883419689119,95.71330769230768,47754516.12903226,0.84,0.0,0.0,0.0,40.028333333333336,50639.29,1.65,,11.809621212121211,0.46,37414.814999999995,496.5,54.0,32.299507,-64.790337
Bermuda,2020,100.0,72.09883419689119,95.71330769230768,47754516.12903226,1.15,0.0,0.0,0.0,40.028333333333336,46161.59,0.8100000000000005,,11.809621212121211,-5.26,37414.814999999995,496.5,54.0,32.299507,-64.790337
Bhutan,2020,100.0,80.2,286.495,47754516.12903226,17.138849206349207,0.0,0.0,8.95,100.0,26593.06,3.3002032520325204,,11.809621212121211,-5.26,3000.78,20.0,38394.0,27.514162,90.433601
Bosnia and Herzegovina,2020,100.0,45.2,95.71330769230768,47754516.12903226,17.138849206349207,10.82,0.0,4.9,31.17,19464.84,3.3002032520325204,,11.809621212121211,-3.2,6079.74,64.0,51197.0,43.915886,17.679076
Botswana,2020,71.99,64.7,2.61,47754516.12903226,17.138849206349207,2.05,0.0,0.01,0.49,8843.11,3.3002032520325204,,11.809621212121211,-5.26,6404.9,4.0,581730.0,-22.328474,24.684866
Brazil,2020,100.0,95.9,286.495,47754516.12903226,17.138849206349207,71.78,13.21,34.050000000000004,86.79,15921.33,3.3002032520325204,,39.54,-4.06,6796.84,25.0,1244230.5,-14.235004,-51.92528
Bulgaria,2020,99.7,72.09883419689119,95.71330769230768,47754516.12903226,17.138849206349207,16.12,16.63,7.47,59.92,27993.87,3.3002032520325204,,10.69,-4.39,10079.2,64.0,110879.0,42.733883,25.48583
Burkina Faso,2020,18.96,10.6,4.68,47754516.12903226,17.138849206349207,1.43,0.0,0.21,12.8,878.98,3.3002032520325204,,11.809621212121211,1.93,857.93,76.0,274200.0,12.238333,-1.561593
Burundi,2020,11.74,0.2,4.83,47754516.12903226,17.138849206349207,0.11,0.0,0.24,68.57,289.07,3.3002032520325204,,11.809621212121211,0.3,238.99,463.0,27830.0,-3.373056,29.918886
Cambodia,2020,86.4,36.8,95.03,47754516.12903226,17.138849206349207,3.83,0.0,4.62,54.67,3918.64,3.3002032520325204,,11.809621212121211,-3.15,1543.67,95.0,181035.0,12.565679,104.990963
Cameroon,2020,64.72,21.9,29.82,47754516.12903226,17.138849206349207,2.84,0.0,5.45,65.74,1758.12,3.3002032520325204,,11.809621212121211,0.49,1537.13,56.0,475440.0,7.369722,12.354722
Canada,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,92.65,34.050000000000004,83.63,80254.725,3.3002032520325204,,30.54,-5.23,37414.814999999995,4.0,1244230.5,56.130366,-106.346771
Cayman Islands,2017,100.0,72.09883419689119,138.3,47754516.12903226,0.01,0.65,0.0,0.01,1.52,46465.98,1.87,,11.809621212121211,3.18,37414.814999999995,274.0,264.0,19.3299,81.2524
Cayman Islands,2018,100.0,72.09883419689119,154.54,47754516.12903226,0.01,0.64,0.0,0.01,1.54,42507.16,1.9,,11.809621212121211,4.19,37414.814999999995,274.0,264.0,19.3299,81.2524
Cayman Islands,2019,100.0,72.09883419689119,170.81,47754516.12903226,0.0,0.68,0.0,0.02,2.86,50531.71,2.06,,11.809621212121211,3.82,37414.814999999995,274.0,264.0,19.3299,81.2524
Cayman Islands,2020,100.0,72.09883419689119,193.81,47754516.12903226,-0.020000000000000004,0.67,0.0,0.02,2.9,41981.38,2.3500000000000005,,11.809621212121211,-5.26,37414.814999999995,274.0,264.0,19.3299,81.2524
Central African Republic,2020,15.47,0.8,3.97,47754516.12903226,17.138849206349207,0.0,0.0,0.15,100.0,280.74,3.3002032520325204,,11.809621212121211,0.83,492.8,8.0,622984.0,6.611111,20.939444
Chad,2020,11.08,6.8,0.2,47754516.12903226,17.138849206349207,0.28,0.0,0.01,3.45,372.51,3.3002032520325204,,11.809621212121211,-0.95,659.27,13.0,1244230.5,15.454166,18.732207
Chile,2020,100.0,100.0,286.495,47754516.12903226,17.138849206349207,43.69,30.74280612244898,34.050000000000004,43.81,22925.93,3.3002032520325204,,26.56,-5.26,13231.7,26.0,756096.0,-35.675147,-71.542969
China,2020,100.0,79.4,286.495,47754516.12903226,17.138849206349207,71.78,155.8725,34.050000000000004,32.98,29133.94,3.3002032520325204,,14.24,2.35,10434.78,153.0,1244230.5,35.86166,104.195397
Colombia,2020,100.0,93.2,266.33,47754516.12903226,17.138849206349207,27.17,0.0,34.050000000000004,64.78,10064.39,3.3002032520325204,,30.77,-5.26,5334.56,46.0,1138910.0,4.570868,-74.297333
Comoros,2020,86.74,8.4,1.66,47754516.12903226,17.138849206349207,0.13,0.0,0.0,0.0,1578.06,3.3002032520325204,,11.809621212121211,-0.13,1420.66,467.0,2235.0,-11.6455,43.3333
Congo,2000,29.09,9.3,27.56,150000.0,64.86,0.0,0.0,0.29,100.0,1227.49,2.16,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2001,30.06,9.6,26.79,37261250.22708534,61.18,0.0,0.0,0.33,100.0,1451.2,2.33,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2002,31.03,9.9,26.04,85915682.02462304,68.53,0.0,0.0,0.39,100.0,1311.92,2.25,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2003,31.99,10.5,25.3,141147500.0,61.99,0.04,0.0,0.36,90.0,1459.17,2.63,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2004,32.95,11.1,24.56,197990908.76060313,63.03,0.04,0.0,0.35,89.74,1496.14,2.71,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2005,33.8,11.6,23.79,251480112.9138194,63.11,0.05,0.0,0.37,88.1,1950.97,2.71,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2006,34.86,12.6,23.02,296649317.0670356,69.42,0.05,0.0,0.39,88.64,2240.82,3.27,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2007,35.83,13.4,22.24,328532725.8276388,60.34,0.06,0.0,0.34,85.0,2657.68,3.11,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2008,36.8,14.5,21.49,342164543.8030157,56.86,0.09,0.0,0.39,81.25,2926.5,3.13,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2009,37.1,15.8,20.79,332578975.6005534,56.03,0.16,0.0,0.36,69.23,3411.9,3.21,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2010,39.79,17.0,20.17,294810225.8276386,54.8,0.32,0.0,0.44,57.89,4460.02,3.18,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2011,40.72,18.5,19.63,223892499.09165865,64.62,0.45,0.0,0.79,63.71,5186.76,4.14,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2012,41.6,20.05,45.74,114860000.0,65.3,0.64,0.0,1.0,60.98,5174.51,4.31,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2013,42.54,21.8,44.65,1880000.0,62.47,0.67,0.0,0.98,59.39,6385.9,4.57,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2014,43.43,23.5,43.63,0.0,62.23,0.72,0.0,0.96,57.14,5931.77,4.24,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2015,44.4,25.4,42.56,3281462.8139018165,64.15,1.53,0.0,1.14,42.7,5841.06,4.62,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2016,45.51,27.4,42.79,90000.0,67.61,1.66,0.0,1.17,41.34,5449.97,5.39,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2017,46.57,29.5,44.35,11645653.481742337,69.73,1.61,0.0,1.24,43.51,3985.21,5.64,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2018,47.42,31.05,43.25,20630000.0,69.34,1.82,0.0,1.15,38.72,3605.27,6.12,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2019,48.41,32.6,42.16,90000.0,68.67,2.72,0.0,0.94,25.68,2873.82,6.55,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Congo,2020,49.52,34.9,41.1,-76927386.07303065,70.69004851741914,2.87,0.0,0.96,25.07,2379.56,6.255490797745132,,11.809621212121211,-1.5726341463414633,13973.745238095238,18.0,1244230.5,-4.1128,13.7289
Costa Rica,2020,99.9,95.7,286.495,47754516.12903226,17.138849206349207,0.19,0.0,11.55,98.38,11486.32,3.3002032520325204,,11.809621212121211,-4.06,12140.85,100.0,51100.0,9.748917,-83.753428
Croatia,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,4.69,0.0,8.55,64.58,22304.45,3.3002032520325204,,25.17,-5.26,14134.16,73.0,56594.0,45.1,15.2
Cuba,2020,100.0,93.8,105.79,47754516.12903226,17.138849206349207,15.47,0.0,3.13,16.83,9007.18,3.3002032520325204,,11.809621212121211,-5.26,9477.85,106.0,110860.0,21.521757,-77.781167
Cyprus,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,4.25,0.0,0.6,12.37,22852.85,3.3002032520325204,,5.66,-5.23,27527.85,131.0,9251.0,35.126413,33.429859
Czechia,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,39.72,30.04,10.39,50.44,42025.31,3.3002032520325204,,6.69,-1.5726341463414633,13973.745238095238,136.0,78871.0,49.817492,15.472962
Denmark,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,5.28,0.0,23.45,81.62,29380.42,3.3002032520325204,,37.27,-2.06,37414.814999999995,137.0,43094.0,56.26392,9.501785
Djibouti,2020,61.77,9.65,0.37,47754516.12903226,17.138849206349207,0.05,0.0,0.0,0.0,2701.79,3.3002032520325204,,11.809621212121211,0.5,3425.48,43.0,23200.0,11.825138,42.590275
Dominica,2020,100.0,88.9,98.83,47754516.12903226,17.138849206349207,0.12,0.0,0.04,25.0,10056.25,3.3002032520325204,,11.809621212121211,-5.26,7003.86,96.0,751.0,15.414999,-61.370976
Dominican Republic,2020,100.0,91.5,120.72,47754516.12903226,17.138849206349207,13.74,0.0,2.9,17.43,9496.67,3.3002032520325204,,11.809621212121211,-5.26,7268.2,225.0,48670.0,18.735693,-70.162651
Ecuador,2020,98.85,94.3,286.495,47754516.12903226,17.138849206349207,6.45,0.0,24.83,79.38,10374.73,3.3002032520325204,,36.04,-5.26,5600.39,71.0,283561.0,-1.831239,-78.183406
Egypt,2000,97.7,83.5,42.53,10780000.0,8.26,60.77,0.0,13.7,18.4,7965.85,3.27,,7.42,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2001,97.34,86.7,41.73,31600000.0,7.82,64.17,0.0,15.2,19.15,8143.85,3.59,,7.23,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2002,97.54,89.4,40.95,530000.0,7.35,71.78,0.0,12.93,15.25,8202.89,3.59,,6.8,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2003,98.8,92.0,40.21,141147500.0,7.45,71.78,0.0,13.26,14.66,8503.99,3.62,,5.94,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2004,97.91,93.85,40.51,47570000.0,7.57,71.78,0.0,13.04,13.55,8798.15,3.79,,5.63,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2005,99.4,95.5,39.78,102760000.0,6.48,71.78,0.0,13.07,12.67,8844.94,4.17,,5.39,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2006,99.04,96.7,40.19,500000.0,6.22,71.78,0.0,13.42,12.26,9136.15,4.12,,5.17,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2007,98.47,97.6,40.51,97280000.0,6.05,71.78,0.0,16.18,13.62,9542.58,4.11,,5.36,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2008,99.8,98.2,40.97,85760000.0,6.17,71.78,0.0,15.44,12.42,9921.17,3.97,,5.41,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2009,98.87,98.8,40.78,141147500.0,5.9,71.78,0.0,13.86,10.53,10077.9,3.88,,4.8,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2010,99.39,99.1,41.53,141147500.0,5.57,71.78,0.0,14.63,9.13,10258.88,3.66,,4.46,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2011,99.45,99.4,40.9,118940000.0,5.53,71.78,0.0,14.55,9.26,10516.58,3.77,,4.33,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2012,99.7,99.55,40.0,14920000.0,5.5,71.78,0.0,14.35,8.73,10688.42,3.8,,4.18,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2013,99.85,99.7,39.1,141147500.0,5.49,71.78,0.0,14.66,8.71,10368.02,3.62,,4.18,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2014,99.8,99.8,38.23,80000.0,5.59,71.78,0.0,15.36,8.76,9999.62,3.63,,4.18,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2015,99.3,99.8,39.67,141147500.0,5.45,71.78,0.0,15.64,8.39,9943.54,3.46,,4.33,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2016,100.0,99.8,38.97,141147500.0,5.31,71.78,0.0,15.5,8.18,10278.02,3.64,,4.13,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2017,100.0,99.9,39.42,141147500.0,5.1,71.78,0.0,15.53,7.89,10471.65,3.67,,3.87,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2018,100.0,99.9,48.71,124930000.0,5.23,71.78,0.0,17.31,8.67,10286.72,3.59,,4.06,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2019,100.0,99.9,59.16,141147500.0,5.3,71.78,0.0,20.75,10.66,9919.54,3.41,,5.17,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
Egypt,2020,100.0,99.9,58.35,284783080.3428539,4.648899298637671,71.78,0.0,20.83,11.0,9153.99,3.0675337000299328,,6.56,-1.5726341463414633,13973.745238095238,103.0,1001450.0,26.820553,30.802498
El Salvador,2020,100.0,91.8,232.16,47754516.12903226,17.138849206349207,1.29,0.0,4.97,79.39,6715.61,3.3002032520325204,,11.809621212121211,-5.26,3798.64,313.0,21041.0,13.794185,-88.89653
Equatorial Guinea,2020,66.75,24.5,90.68,47754516.12903226,17.138849206349207,0.92,0.0,0.49,34.75,11328.12,3.3002032520325204,,11.809621212121211,-4.89,7143.24,50.0,28051.0,1.650801,10.267895
Eritrea,2020,52.17,9.3,6.49,47754516.12903226,17.138849206349207,0.41,0.0,0.01,2.38,881.59,3.3002032520325204,,11.809621212121211,-1.5726341463414633,13973.745238095238,35.0,117600.0,15.179384,39.782334
Estonia,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,3.11,0.0,2.97,48.85,44218.28,3.3002032520325204,,14.14,-2.95,23027.03,31.0,45228.0,58.595272,25.013607
Eswatini,2020,79.73,55.4,145.7,47754516.12903226,17.138849206349207,0.04,0.0,0.7,94.59,5614.89,3.3002032520325204,,11.809621212121211,-1.85,3424.28,67.0,17364.0,-26.522503,31.465866
Ethiopia,2020,51.09,7.8,40.99,47754516.12903226,17.138849206349207,0.01,0.0,14.22,99.93,860.1,3.3002032520325204,,11.809621212121211,6.06,936.34,115.0,1104300.0,9.145,40.489673
Fiji,2020,100.0,51.4,236.38,47754516.12903226,17.138849206349207,0.4,0.0,0.7,63.64,9030.61,3.3002032520325204,,11.809621212121211,-5.26,5057.63,49.0,18274.0,-17.713371,178.065032
Finland,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,9.82,23.29,34.050000000000004,85.78,56636.78,3.3002032520325204,,33.17,-2.8,37414.814999999995,18.0,338145.0,61.92411,25.748151
France,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,48.14,155.8725,34.050000000000004,90.87,38063.41,3.3002032520325204,,14.79,-5.26,37414.814999999995,119.0,643801.0,46.227638,2.213749
French Guiana,2000,85.89290398126465,72.09883419689119,286.495,47754516.12903226,23.84,0.43,0.0,0.0,0.0,13692.39,3.3002032520325204,,11.809621212121211,-1.5726341463414633,13973.745238095238,155.06206088992974,320204.11943793914,,
Gabon,2020,91.57,88.1,149.56,47754516.12903226,17.138849206349207,1.19,0.0,1.01,45.91,8367.07,3.3002032520325204,,11.809621212121211,-1.84,6881.72,9.0,267667.0,-0.803689,11.609444
Gambia,2000,34.3,3.7,0.0,47754516.12903226,62.86,0.11,0.0,0.0,0.0,880.4,3.13,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2001,29.87,3.7,0.01,47754516.12903226,59.61,0.13,0.0,0.0,0.0,931.85,3.1,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
