Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Gambia,2002,31.52,3.8,0.05,10000.0,60.97,0.14,0.0,0.0,0.0,901.83,3.23,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2003,27.8,3.7,0.14,47754516.12903226,62.41,0.16,0.0,0.0,0.0,876.48,3.05,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2004,34.8,3.6,0.26,47754516.12903226,61.25,0.17,0.0,0.0,0.0,898.56,2.94,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2005,30.46,3.4,0.42,47754516.12903226,61.71,0.19,0.0,0.0,0.0,881.66,3.05,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2006,38.08,3.3,0.46,47754516.12903226,60.21,0.2,0.0,0.0,0.0,929.52,3.2,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2007,39.72,3.1,0.71,47754516.12903226,57.27,0.22,0.0,0.0,0.0,934.91,3.22,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2008,41.38,3.0,0.83,47754516.12903226,56.28,0.23,0.0,0.0,0.0,941.52,3.09,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2009,43.04,2.8,1.02,47754516.12903226,53.91,0.23,0.0,0.0,0.0,980.54,3.09,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2010,46.66,2.7,1.08,47754516.12903226,56.6,0.23,0.0,0.0,0.0,1036.86,2.92,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2011,48.25,2.4,1.09,10000.0,56.24,0.24,0.0,0.0,0.0,1056.74,3.24,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2012,49.83,2.3,1.6,47754516.12903226,56.95,0.25,0.0,0.0,0.0,998.8,3.13,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2013,51.5,2.2,1.57,47754516.12903226,59.33,0.25,0.0,0.0,0.0,964.19,3.01,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2014,52.93,2.1,1.64,47754516.12903226,53.17,0.26,0.0,0.0,0.0,1034.74,3.34,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2015,54.56,2.0,1.62,47754516.12903226,48.95,0.28,0.0,0.0,0.0,1028.86,3.48,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2016,56.33,1.9,1.58,47754516.12903226,48.62,0.29,0.0,0.0,0.0,1008.47,3.45,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2017,56.2,1.9,1.53,25390000.0,48.02,0.3,0.0,0.0,0.0,998.23,3.29,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2018,60.3,1.8,1.49,64770000.0,49.01,0.31,0.0,0.0,0.0,978.75,3.08,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2019,62.1,1.8,1.45,11870000.0,49.24,0.3,0.0,0.0,0.0,972.67,2.97,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Gambia,2020,62.27,1.7,1.4,47754516.12903226,44.757922386506806,0.29,0.0,0.0,0.0,905.35,3.1215159783192847,,11.809621212121211,-1.5726341463414633,13973.745238095238,239.0,11300.0,13.466666,-16.56666666
Georgia,2020,100.0,89.1,286.495,47754516.12903226,17.138849206349207,2.82,0.0,8.34,74.73,18696.85,3.3002032520325204,,11.809621212121211,-5.26,4266.69,57.0,69700.0,42.315407,43.356892
Germany,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,64.38,34.050000000000004,55.68,41377.68,3.3002032520325204,,21.12,-4.57,37414.814999999995,240.0,357022.0,51.165691,10.451526
Ghana,2020,85.87,22.2,54.28,47754516.12903226,17.138849206349207,12.82,0.0,7.38,36.53,3484.16,3.3002032520325204,,11.809621212121211,0.41,2205.53,137.0,238533.0,7.946527,-1.023194
Greece,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,30.61,0.0,17.55,36.44,26343.52,3.3002032520325204,,16.71,-5.26,17622.54,81.0,131957.0,39.074208,21.824312
Grenada,2020,93.59,89.1,29.81,47754516.12903226,17.138849206349207,0.2,0.0,0.0,0.0,8918.38,3.3002032520325204,,11.809621212121211,-5.26,9261.55,331.0,349.0,12.1165,-61.679
Guatemala,2020,97.06,50.1,160.21,47754516.12903226,17.138849206349207,4.41,0.0,9.01,67.14,5734.48,3.3002032520325204,,11.809621212121211,-1.52,4603.34,167.0,108889.0,15.783471,-90.230759
Guinea,2020,44.67,1.9,29.06,47754516.12903226,17.138849206349207,0.71,0.0,2.49,77.81,1356.66,3.3002032520325204,,11.809621212121211,6.99,1194.04,53.0,245857.0,9.945587,-9.696645
Guinea-Bissau,2020,33.34,1.1,0.59,47754516.12903226,17.138849206349207,0.08,0.0,0.0,0.0,656.34,3.3002032520325204,,11.809621212121211,-2.4,727.52,70.0,36125.0,11.803749,-15.180413
Guyana,2020,92.54,80.6,67.6,47754516.12903226,17.138849206349207,1.01,0.0,0.15,12.93,13816.49,3.3002032520325204,,11.809621212121211,12.5,6955.94,4.0,214969.0,4.860416,-58.93018
Haiti,2020,46.93,4.5,7.06,47754516.12903226,17.138849206349207,0.81,0.0,0.11,11.96,977.08,3.3002032520325204,,11.809621212121211,-3.34,1272.37,414.0,27750.0,18.971187,-72.285215
Honduras,2020,93.21,48.3,187.32,47754516.12903226,17.138849206349207,5.46,0.0,5.85,51.72,5048.45,3.3002032520325204,,11.809621212121211,-5.26,2389.01,89.0,112090.0,15.199999,-86.241905
Hungary,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,13.2,16.06,5.52,62.05,27724.25,3.3002032520325204,,5.82,-4.68,15980.74,107.0,93028.0,47.162494,19.503304
Iceland,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,0.0,0.0,18.78,100.0,80254.725,3.3002032520325204,,39.54,-5.26,37414.814999999995,3.0,103000.0,64.963051,-19.020835
India,2020,99.0,67.9,97.29,47754516.12903226,17.138849206349207,71.78,44.61,34.050000000000004,23.06,6317.1,3.3002032520325204,,9.73,-5.26,1927.71,464.0,1244230.5,20.593684,78.96288
Indonesia,2020,96.95,84.5,38.58,47754516.12903226,17.138849206349207,71.78,30.74280612244898,34.050000000000004,18.13,7771.04,3.3002032520325204,,9.86,-2.07,3869.59,151.0,1244230.5,-0.789275,113.921327
Iraq,2020,100.0,99.0,61.9,47754516.12903226,17.138849206349207,71.78,0.0,5.3,5.78,12996.27,3.3002032520325204,,1.65,-5.26,4145.86,93.0,438317.0,33.223191,43.679291
Ireland,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,18.51,0.0,13.46,42.1,35630.06,3.3002032520325204,,20.55,5.87,37414.814999999995,73.0,84421.0,53.41291,-8.24389
Israel,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,67.75,0.0,3.86,5.39,32593.81,3.3002032520325204,,4.05,-2.15,37414.814999999995,400.0,20770.0,31.046051,34.851612
Italy,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,0.0,34.050000000000004,42.04,27763.8,3.3002032520325204,,19.72,-5.26,31714.22,206.0,301340.0,41.87194,12.56738
Jamaica,2020,100.0,82.7,85.65,47754516.12903226,17.138849206349207,3.43,0.0,0.64,15.72,12098.73,3.3002032520325204,,11.809621212121211,-5.26,4664.53,273.0,10991.0,18.109581,-77.297508
Japan,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,41.86,34.050000000000004,25.67,38029.27,3.3002032520325204,,11.16,-4.59,37414.814999999995,347.0,377944.0,36.204824,138.252924
Jordan,2020,99.9,99.9,186.5,47754516.12903226,17.138849206349207,15.72,0.0,4.32,21.56,9838.04,3.3002032520325204,,11.809621212121211,-1.55,4282.77,115.0,89342.0,30.585164,36.238414
Kazakhstan,2020,100.0,92.7,266.15,47754516.12903226,17.138849206349207,71.78,30.74280612244898,11.94,10.99,39590.6,3.3002032520325204,,3.9,-2.5,9122.23,7.0,1244230.5,48.019573,66.923684
Kenya,2020,71.44,19.5,40.74,47754516.12903226,17.138849206349207,0.92,0.0,10.83,92.17,1902.12,3.3002032520325204,,11.809621212121211,-0.32,1878.58,94.0,580367.0,-0.023559,37.906193
Kiribati,2020,91.96,9.9,23.96,47754516.12903226,17.138849206349207,0.03,0.0,0.0,0.0,2417.65,3.3002032520325204,,11.809621212121211,-1.95,1653.54,147.0,811.0,1.8368976,-157.3768317
Kuwait,2020,100.0,100.0,24.76,47754516.12903226,17.138849206349207,66.89,0.0,0.05,0.07,80254.725,3.3002032520325204,,0.04,-5.26,24811.77,240.0,17818.0,29.31166,47.481766
Kyrgyzstan,2000,99.61,52.7,286.495,8460000.0,35.16,2.16,0.0,13.55,86.25,14177.03,6.44,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2001,99.58,55.0,286.495,5886506.948048225,36.0,2.36,0.0,12.31,83.91,13327.09,5.68,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2002,100.0,56.4,286.495,3557793.654912256,28.3,2.16,0.0,10.68,83.18,11277.39,6.39,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2003,99.5,58.2,286.495,1575183.53432016,30.51,1.94,0.0,13.38,87.34,11796.49,6.35,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2004,99.46,60.5,286.495,40000.0,27.71,2.08,0.0,13.95,87.02,11902.49,5.85,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2005,99.44,62.4,286.495,-946433.53432016,28.03,1.98,0.0,12.66,86.48,11085.9,5.93,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2006,98.89,64.3,286.495,-1282793.6549122562,27.76,1.93,0.0,12.35,86.48,11181.87,5.66,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2007,99.54,66.4,286.495,-867756.9480482242,24.49,1.97,0.0,12.61,86.49,12160.27,6.08,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2008,99.51,68.2,286.495,400000.0,22.04,1.57,0.0,10.02,86.45,11500.21,6.0,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2009,99.5,70.0,286.495,170000.0,24.73,0.81,0.0,10.11,92.58,11463.96,5.33,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2010,99.0,71.55,286.495,1540000.0,25.59,0.93,0.0,11.0,92.2,10836.26,5.11,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2011,98.32,73.3,286.495,24380000.0,25.95,0.96,0.0,14.0,93.58,12183.77,5.8,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2012,99.8,74.7,286.495,610000.0,22.45,0.93,0.0,14.04,93.79,13588.38,7.25,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2013,98.93,75.4,286.495,13510000.0,24.81,0.86,0.0,13.0,93.8,12564.97,6.16,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2014,99.8,76.0,286.495,330576.9451327119,26.6,1.2,0.0,13.16,91.64,12576.97,6.21,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2015,98.69,76.3,286.495,20000.0,23.3,1.81,0.0,10.99,85.86,11097.16,5.82,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2016,99.71,76.6,286.495,38220000.0,21.92,1.66,0.0,11.38,87.27,11131.66,5.41,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2017,100.0,76.6,286.495,1250000.0,24.55,1.23,0.0,14.06,91.96,11335.21,5.15,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2018,100.0,76.9,286.495,80000.0,23.21,1.13,0.0,14.17,92.61,11778.98,5.88,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2019,99.87,76.6,286.495,86210000.0,27.88,1.13,0.0,13.71,92.39,10582.12,4.96,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Kyrgyzstan,2020,99.98,76.6,286.495,276676167.5792668,53.93139318619737,1.37,0.0,14.8,91.53,10439.84,-1.2558360213732094,,11.809621212121211,-1.5726341463414633,13973.745238095238,34.0,199951.0,41.20438,74.766098
Latvia,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,2.08,0.0,3.64,63.64,21535.73,3.3002032520325204,,24.77,-3.62,17726.25,30.0,64589.0,56.879635,24.603189
Lebanon,2020,100.0,72.09883419689119,50.35,47754516.12903226,17.138849206349207,18.28,0.0,1.21,6.21,18341.43,3.3002032520325204,,11.809621212121211,-5.26,4649.55,496.5,10400.0,33.854721,35.862285
Lesotho,2020,47.35,40.1,35.06,47754516.12903226,17.138849206349207,0.0,0.0,0.5,100.0,2092.53,3.3002032520325204,,11.809621212121211,-5.26,875.35,71.0,30355.0,-29.609988,28.233608
Liberia,2020,27.53,0.4,18.7,47754516.12903226,17.138849206349207,0.36,0.0,0.53,59.55,1030.05,3.3002032520325204,,11.809621212121211,-2.98,632.94,53.0,111369.0,6.428055,-9.429499
Libya,2020,69.71,72.09883419689119,0.74,47754516.12903226,17.138849206349207,30.09,0.0,0.01,0.03,28032.59,3.3002032520325204,,11.809621212121211,-5.26,3699.29,4.0,1244230.5,26.3351,17.228331
Lithuania,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,1.96,0.0,2.57,56.73,24924.74,3.3002032520325204,,10.14,-0.13,20233.64,43.0,65300.0,55.169438,23.881275
Luxembourg,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,0.25,0.0,0.97,79.51,64241.79,3.3002032520325204,,6.85,-1.78,37414.814999999995,242.0,2586.0,49.815273,6.129583
Madagascar,2020,33.74,1.0,7.12,47754516.12903226,17.138849206349207,1.29,0.0,0.68,34.52,447.5,3.3002032520325204,,11.809621212121211,-5.26,471.49,48.0,587041.0,-18.766947,46.869107
Malawi,2020,14.87,1.0,21.43,47754516.12903226,17.138849206349207,0.21,0.0,1.5,87.72,503.26,3.3002032520325204,,11.809621212121211,0.8,636.82,203.0,118484.0,-13.254308,34.301525
Malaysia,2020,100.0,95.5,268.76,47754516.12903226,17.138849206349207,71.78,30.74280612244898,30.54,18.04,35997.36,3.3002032520325204,,7.16,-5.26,10412.35,99.0,329847.0,4.210484,101.975766
Maldives,2020,100.0,99.2,31.1,47754516.12903226,17.138849206349207,0.57,0.0,0.04,6.56,17308.59,3.3002032520325204,,11.809621212121211,-5.26,6924.11,496.5,298.0,3.202778,73.22068
Mali,2020,50.56,0.9,20.98,47754516.12903226,17.138849206349207,2.04,0.0,1.16,36.25,1142.88,3.3002032520325204,,11.809621212121211,-1.24,862.45,17.0,1240192.0,17.570692,-3.996166
Malta,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,1.9,0.0,0.25,11.63,72065.46,3.3002032520325204,,11.809621212121211,-5.26,27884.64,496.5,316.0,35.937496,14.375416
Mauritania,2020,47.35,42.6,26.22,47754516.12903226,17.138849206349207,1.29,0.0,0.48,27.12,3884.78,3.3002032520325204,,11.809621212121211,-1.76,1701.99,5.0,1030700.0,21.00789,-10.940835
Mauritius,2020,99.66,96.8,198.16,47754516.12903226,17.138849206349207,2.17,0.0,0.57,20.8,19245.18,3.3002032520325204,,11.809621212121211,-5.26,8627.84,496.5,2040.0,-20.348404,57.552152
Mexico,2020,99.4,84.9,219.94,47754516.12903226,17.138849206349207,71.78,10.87,34.050000000000004,24.59,16382.68,3.3002032520325204,,9.48,-5.26,8329.27,66.0,1244230.5,23.634501,-102.552784
Mongolia,2020,98.1,51.8,84.37,47754516.12903226,17.138849206349207,6.04,0.0,0.68,10.12,20376.92,3.3002032520325204,,11.809621212121211,-4.56,4060.95,2.0,1244230.5,46.862496,103.846656
Montenegro,2020,100.0,62.4,95.71330769230768,47754516.12903226,17.138849206349207,1.62,0.0,1.77,52.21,17942.34,3.3002032520325204,,11.809621212121211,-5.26,7677.15,47.0,13812.0,42.708678,19.37439
Morocco,2020,100.0,98.1,93.52,47754516.12903226,17.138849206349207,31.36,0.0,7.02,18.29,6551.42,3.3002032520325204,,7.63,-5.26,3058.69,83.0,446550.0,31.791702,-7.09262
Mozambique,2020,30.6,5.1,73.99,47754516.12903226,17.138849206349207,3.49,0.0,15.85,81.95,2248.65,3.3002032520325204,,11.809621212121211,-1.23,448.54,40.0,799380.0,-18.665695,35.529562
Myanmar,2020,70.4,31.25,63.36,47754516.12903226,17.138849206349207,12.25,0.0,11.31,48.01,3183.1,3.3002032520325204,,11.809621212121211,3.17,1467.6,83.0,676578.0,21.916221,95.955974
Namibia,2020,56.26,46.8,197.35,47754516.12903226,17.138849206349207,0.06,0.0,1.89,96.92,8960.35,3.3002032520325204,,11.809621212121211,-5.26,4179.28,3.0,824292.0,-22.95764,18.49041
Nauru,2020,100.0,100.0,179.71,47754516.12903226,17.138849206349207,0.04,0.0,0.0,0.0,21142.48,3.3002032520325204,,11.809621212121211,1.15,10580.27,496.5,21.0,-0.522778,166.931503
Nepal,2020,89.9,34.8,46.78,47754516.12903226,17.138849206349207,0.0,0.0,6.33,100.0,1677.8,3.3002032520325204,,11.809621212121211,-2.09,1155.14,203.0,147181.0,28.394857,84.124008
Netherlands,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,4.09,32.75,30.0,56705.54,3.3002032520325204,,10.76,-3.8,37414.814999999995,496.5,41543.0,52.132633,5.291266
New Caledonia,2017,100.0,72.09883419689119,286.495,4270000.0,5.08,2.62,0.0,0.44,14.38,71473.98,3.3002032520325204,,11.809621212121211,-1.5726341463414633,33976.56,16.0,19060.0,-20.904305,165.618042
New Caledonia,2018,100.0,72.09883419689119,286.495,47754516.12903226,4.77,2.58,0.0,0.42,14.0,79704.05,3.3002032520325204,,11.809621212121211,-1.5726341463414633,36382.49,16.0,19060.0,-20.904305,165.618042
New Caledonia,2019,100.0,72.09883419689119,286.495,47754516.12903226,5.4,2.6,0.0,0.54,17.2,79064.88,3.3002032520325204,,11.809621212121211,-1.5726341463414633,34788.53,16.0,19060.0,-20.904305,165.618042
New Caledonia,2020,100.0,72.09883419689119,286.495,47754516.12903226,6.970000000000001,2.73,0.0,0.42,13.33,74262.35,3.3002032520325204,,11.809621212121211,-1.5726341463414633,29194.68,16.0,19060.0,-20.904305,165.618042
New Zealand,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,8.42,0.0,34.050000000000004,80.5,47384.52,3.3002032520325204,,39.06,1.86,37414.814999999995,18.0,268838.0,-40.900557,174.885971
Nicaragua,2020,88.91,56.2,110.41,47754516.12903226,17.138849206349207,2.0,0.0,2.42,54.75,4237.68,3.3002032520325204,,11.809621212121211,-1.98,1905.26,55.0,130370.0,12.865416,-85.207229
Niger,2020,19.25,2.4,1.12,47754516.12903226,17.138849206349207,0.38,0.0,0.05,11.63,442.42,3.3002032520325204,,11.809621212121211,3.58,567.67,19.0,1244230.5,17.607789,8.081666
Nigeria,2020,55.4,15.0,10.44,47754516.12903226,17.138849206349207,21.98,0.0,7.75,26.07,2445.07,3.3002032520325204,,11.809621212121211,-1.79,2097.09,226.0,923768.0,9.081999,8.675277
North Macedonia,2020,100.0,78.1,95.71330769230768,47754516.12903226,17.138849206349207,3.86,0.0,1.48,27.72,12822.86,3.3002032520325204,,14.44,-5.21,5917.26,83.0,25713.0,41.608635,21.745275
Norway,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,2.2,0.0,34.050000000000004,98.57,80254.725,3.3002032520325204,,39.54,-0.72,37414.814999999995,15.0,323802.0,60.472024,8.468946
Oman,2020,100.0,100.0,31.08,47754516.12903226,17.138849206349207,34.21,0.0,0.13,0.38,79038.31,3.3002032520325204,,0.22,-3.2,14485.39,16.0,309500.0,21.4735329,55.975413
Pakistan,2020,75.38,49.3,56.17,47754516.12903226,17.138849206349207,71.78,9.64,34.050000000000004,38.23,4301.19,3.3002032520325204,,12.02,-0.94,1188.86,287.0,796095.0,30.375321,69.345116
Panama,2020,96.7,87.6,286.495,47754516.12903226,17.138849206349207,2.7,0.0,8.35,75.57,27640.85,3.3002032520325204,,11.809621212121211,-5.26,12509.84,58.0,75420.0,8.537981,-80.782127
Papua New Guinea,2020,60.4,9.4,37.26,47754516.12903226,17.138849206349207,3.36,0.0,1.28,27.59,2163.87,3.3002032520325204,,11.809621212121211,-3.5,2757.22,20.0,462840.0,-6.314993,143.95555
Paraguay,2020,100.0,68.6,286.495,47754516.12903226,17.138849206349207,0.07,0.0,34.050000000000004,99.85,18493.12,3.3002032520325204,,11.809621212121211,-0.57,5001.07,18.0,406752.0,-23.442503,-58.443832
Peru,2020,99.31,85.1,201.09,47754516.12903226,17.138849206349207,19.1,0.0,33.72,63.84,8365.43,3.3002032520325204,,30.74,-5.26,6126.87,26.0,1244230.5,-9.189967,-75.015152
Philippines,2020,96.84,48.0,62.39,47754516.12903226,17.138849206349207,71.78,0.0,23.21,22.65,4565.34,3.3002032520325204,,11.04,-5.26,3298.83,368.0,300000.0,12.879721,121.774017
Poland,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,71.78,0.0,28.23,17.96,29514.13,3.3002032520325204,,7.77,-2.54,15720.99,124.0,312685.0,51.919438,19.145136
Portugal,2020,100.0,100.0,95.71330769230768,47754516.12903226,17.138849206349207,21.43,0.0,30.11,58.42,25782.08,3.3002032520325204,,31.72,-5.26,22176.3,111.0,92212.0,39.399872,-8.224454
Puerto Rico,2000,100.0,72.09883419689119,27.2,47754516.12903226,0.55,21.66,0.0,0.15,0.69,33807.61,0.11,,11.809621212121211,3.27,16192.13,368.0,9104.0,18.25,-66.5
Puerto Rico,2001,100.0,72.09883419689119,27.19,47754516.12903226,0.54,22.17,0.0,0.13,0.58,36749.92,0.18,,11.809621212121211,6.31,18123.2,368.0,9104.0,18.25,-66.5
Puerto Rico,2002,100.0,72.09883419689119,27.29,47754516.12903226,0.5,23.06,0.0,0.11,0.47,37742.36,0.18,,11.809621212121211,0.92,18731.46,368.0,9104.0,18.25,-66.5
Puerto Rico,2003,100.0,72.09883419689119,27.37,47754516.12903226,0.5,23.83,0.0,0.1,0.42,39338.19,0.21,,11.809621212121211,0.05,19557.12,368.0,9104.0,18.25,-66.5
Puerto Rico,2004,100.0,72.09883419689119,27.4,47754516.12903226,0.5,23.99,0.0,0.14,0.58,40723.62,0.18,,11.809621212121211,8.75,20988.99,368.0,9104.0,18.25,-66.5
Puerto Rico,2005,100.0,72.09883419689119,38.0,47754516.12903226,0.56,24.82,0.0,0.14,0.56,39564.49,0.18,,11.809621212121211,-1.99,21959.32,368.0,9104.0,18.25,-66.5
Puerto Rico,2006,100.0,72.09883419689119,39.19,47754516.12903226,0.48,23.69,0.0,0.14,0.59,36062.96,0.2,,11.809621212121211,-1.41,22935.94,368.0,9104.0,18.25,-66.5
Puerto Rico,2007,100.0,72.09883419689119,45.35,47754516.12903226,0.49,22.14,0.0,0.16,0.72,34952.59,0.21,,11.809621212121211,-1.16,23664.88,368.0,9104.0,18.25,-66.5
Puerto Rico,2008,100.0,72.09883419689119,43.24,47754516.12903226,0.51,20.76,0.0,0.16,0.76,32875.31,0.23,,11.809621212121211,-1.84,24898.33,368.0,9104.0,18.25,-66.5
Puerto Rico,2009,100.0,72.09883419689119,44.43,47754516.12903226,0.52,20.53,0.0,0.17,0.82,30928.21,0.22,,11.809621212121211,-1.95,25768.73,368.0,9104.0,18.25,-66.5
Puerto Rico,2010,100.0,72.09883419689119,43.1,47754516.12903226,0.69,20.74,0.0,0.16,0.77,26371.68,0.23,,11.809621212121211,-0.41,26435.75,368.0,9104.0,18.25,-66.5
Puerto Rico,2011,100.0,72.09883419689119,43.34,47754516.12903226,0.66,19.87,0.0,0.15,0.75,28760.35,0.22,,11.809621212121211,-0.36,27278.88,368.0,9104.0,18.25,-66.5
Puerto Rico,2012,100.0,72.09883419689119,58.85,47754516.12903226,0.53,21.08,0.0,0.12,0.57,30574.37,0.39,,11.809621212121211,0.03,27944.73,368.0,9104.0,18.25,-66.5
Puerto Rico,2013,100.0,72.09883419689119,80.23,47754516.12903226,1.38,20.2,0.0,0.29,1.42,27237.19,0.47,,11.809621212121211,-0.31,28513.17,368.0,9104.0,18.25,-66.5
Puerto Rico,2014,100.0,72.09883419689119,85.72,47754516.12903226,1.65,20.07,0.0,0.35,1.71,26354.95,0.49,,11.809621212121211,-1.19,28981.46,368.0,9104.0,18.25,-66.5
Puerto Rico,2015,100.0,72.09883419689119,93.57,47754516.12903226,1.86,20.03,0.0,0.38,1.86,26833.93,0.47,,11.809621212121211,-1.05,29763.49,368.0,9104.0,18.25,-66.5
Puerto Rico,2016,100.0,72.09883419689119,110.08,47754516.12903226,1.89,20.57,0.0,0.39,1.86,25580.96,0.53,,11.809621212121211,-1.26,30627.16,368.0,9104.0,18.25,-66.5
Puerto Rico,2017,100.0,72.09883419689119,116.69,47754516.12903226,2.26,16.32,0.0,0.37,2.22,25320.36,0.42,,11.809621212121211,-2.89,31108.76,368.0,9104.0,18.25,-66.5
Puerto Rico,2018,100.0,72.09883419689119,121.46,47754516.12903226,1.36,16.75,0.0,0.24,1.41,25807.2,0.55,,11.809621212121211,-4.15,31604.7,368.0,9104.0,18.25,-66.5
Puerto Rico,2019,100.0,72.09883419689119,126.27,47754516.12903226,2.42,16.8,0.0,0.46,2.67,24532.93,0.63,,11.809621212121211,1.48,32850.55,368.0,9104.0,18.25,-66.5
